#'chr'	'start'	'end'	'TGCT_09E99DFE_D6FF_46DA_8DB4_AEEE237A6FE0_X028_S07_L112_B1_T1_P060.insertions.bw'	'TGCT_09E99DFE_D6FF_46DA_8DB4_AEEE237A6FE0_X028_S07_L113_B1_T2_P061.insertions.bw'	'TGCT_1577A485_E047_42CF_8703_42A69E1AED1A_X038_S09_L089_B1_T1_P090.insertions.bw'	'TGCT_1577A485_E047_42CF_8703_42A69E1AED1A_X038_S09_L090_B1_T2_PMRG.insertions.bw'	'TGCT_42AA9956_CB47_4A45_8B3E_BCA4A1560649_X025_S03_L031_B1_T1_P065.insertions.bw'	'TGCT_42AA9956_CB47_4A45_8B3E_BCA4A1560649_X025_S03_L032_B1_T2_P061.insertions.bw'	'TGCT_772E7A97_0B2F_4DE7_B44B_E233EA5ACA5C_X027_S05_L085_B1_T1_P067.insertions.bw'	'TGCT_772E7A97_0B2F_4DE7_B44B_E233EA5ACA5C_X027_S05_L086_B1_T2_P069.insertions.bw'	'TGCT_915BF6AB_D5A9_44A6_8913_DE735A3A32CA_X041_S09_L017_B1_T1_P084.insertions.bw'	'TGCT_915BF6AB_D5A9_44A6_8913_DE735A3A32CA_X041_S09_L018_B1_T2_P085.insertions.bw'	'TGCT_1733145A_1C7A_49A1_BCA7_7B72F7C8FFE7_X024_S09_L019_B1_T1_P060.insertions.bw'	'TGCT_1733145A_1C7A_49A1_BCA7_7B72F7C8FFE7_X024_S09_L020_B1_T2_P062.insertions.bw'	'TGCT_A6AB6BA9_2EE3_4919_B524_65C2F7B6A052_X034_S04_L124_B1_T1_P078.insertions.bw'	'TGCT_A6AB6BA9_2EE3_4919_B524_65C2F7B6A052_X034_S04_L125_B1_T2_P079.insertions.bw'	'TGCT_A3208F24_8F24_43B5_99C5_E4A3CA68026C_X026_S11_L073_B1_T1_P068.insertions.bw'	'TGCT_A3208F24_8F24_43B5_99C5_E4A3CA68026C_X026_S11_L074_B1_T2_P066.insertions.bw'	'TGCT_0A0512E8_AD96_4154_AAA2_3BDD67A279E9_X035_S11_L021_B1_T1_PMRG.insertions.bw'	'TGCT_0A0512E8_AD96_4154_AAA2_3BDD67A279E9_X035_S11_L022_B1_T2_P090.insertions.bw'
chrX	10014254	10016254	39.445015001296994	38.23307867050171	36.8869692492485	28.513140416145326	28.95837660908699	29.256178858280183	20.551782755851747	20.580223939418794	36.239388341903684	36.4368536233902	33.41288630723953	33.87813618659973	27.14328446149826	28.657130444049834	28.253742203712463	24.0897905087471	21.19814317345619	18.8658787304163
chrX	10155975	10157975	13.324967140197755	15.379182267189027	9.177855180740357	10.851863800048829	11.611455929517746	14.624394971370696	5.279093095064163	4.436657006978988	18.276724992752076	18.783819427490233	9.222024542093276	8.750301551818847	6.789228980541229	7.388117084026336	2.9453255779743195	3.7678472058773043	6.573044900894165	7.961839262247086
chrX	10444310	10446310	2.1470708484649657	1.5051370104551316	3.127231615662575	3.949099296569824	1.4052591681480409	1.679266369342804	1.0274606943130493	1.473974765777588	4.2265691682100295	4.849041056632996	1.3636390562653542	1.5158002853393555	1.834626559495926	1.6359894518852234	0.524763641923666	1.3885671058893203	0.7365581333637238	0.9747430837154388
chrX	11110301	11112301	18.41631967306137	16.290659379959106	13.642012614250183	13.338529305458069	22.81471761095524	23.379417884111405	14.12552970290184	14.735538327932359	25.181990474939347	25.963083620071412	23.52972435951233	25.632182348251344	19.84163247179985	23.346634173393248	21.311674776792525	21.964912945508956	17.30764315199852	15.743969122767448
chrX	11116651	11118651	0.6352280616760254	0.5736710755825043	1.996321340560913	2.4833057720661165	0.3667057273387909	0.7039484481811523	0.9760876774787903	0.561246919631958	1.1216468453407287	0.7891035079956055	0.5099237070083619	1.653600311279297	0.8077607214450836	0.8349584012031556	0.811513535618782	0.3362147927284241	0.7365581393241882	0.8626044809818267
chrX	11821423	11823423	0.5695878286361694	0.44974213242530825	2.608565239906311	2.3412380430698394	0.9528995482921601	0.5185574593544007	1.1795248949527741	0.4209351897239685	1.2236147403717041	1.5213915634155273	0.40685402154922484	1.5158002853393555	0.1393387234210968	0.11500804424285889	0.6422593146562576	0.6724295854568482	0.6452249300479889	1.2047709500789643
chrX	12790355	12792355	19.24105747413635	19.262955461263658	10.648981388092041	8.901312199354171	21.50448043704033	21.008293869495393	10.097883742094039	12.176252368450164	26.65032806110382	30.768723697662352	19.417786393642427	16.001339012145998	20.6059764752388	21.943535648345946	17.668931249141693	15.790888200521469	12.710047407150268	10.543901975393295
chrX	12866072	12868072	0.8813789355754852	1.6855336157083511	7.089407138109207	6.980277862906456	3.2481561695337295	2.2965646835565567	3.101903880596161	2.0534621970057487	1.3255826354026794	1.1836552619934082	4.6422044069767	7.748495458602905	2.0522171003222467	2.499124872922897	3.520714386373758	3.372794816851616	2.450528911650181	3.1765409911870957
chrX	13568601	13570601	7.515806563854218	6.200444937229157	6.022332729816437	5.210430468082428	6.703755461573601	4.903457713127136	1.9008023142814636	2.6687291506528856	9.892924865961074	11.838130731582641	2.306862290263176	2.4142564544677736	0.960225550532341	1.787225043296814	1.208958700299263	1.5140872832536698	1.7677395224571228	1.9437354346513749
chrX	14528298	14530298	4.975953054428101	5.6967337191104885	8.27037045454979	9.455664406299592	6.358463278651238	6.112529468536377	2.928776721060276	5.681923621833325	9.381046104431153	8.130133442878723	3.661686193943024	3.5139006614685058	6.764996075630188	8.33865853393078	4.155795475840568	3.4742196083068846	3.8308389005064964	4.026206432878971
